ip,domain,numberOfPackets,totalMbSize,startTime,endTime,protocol
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,3,0.007539,1574958315.6262236,1574958315.626271,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.010924,1574958315.6308875,1574958315.631218,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.006876999999999999,1574958315.6328893,1574958315.6329265,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,6,0.020291,1574958315.6337905,1574958315.635541,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,11,0.0007739999999999998,1574958315.6495755,1574958315.661614,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.006876999999999999,1574958315.6672761,1574958315.6673076,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.785288,1574958315.7853274,tcp
47.88.232.28,,2,0.000148,1574958313.0076952,1574958313.8094149,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,13,0.086135,1574958315.7855058,1574958315.7990782,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.000167,1574958315.8163931,1574958315.816422,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.8165247,1574958315.8165984,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.8207505,1574958315.8208113,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.010924,1574958315.8217216,1574958315.8218467,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.00013199999999999998,1574958314.4955714,1574958314.538464,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,4,0.002716,1574958316.2008224,1574958316.2503653,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,6,0.0020340000000000002,1574958316.3405552,1574958316.4037242,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,9,0.0008509999999999998,1574958314.9610813,1574958315.2191432,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.000609,1574958316.5247211,1574958316.5297167,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,2,0.000165,1574958316.5320358,1574958316.5477464,tcp
216.58.204.131,par21s05-in-f131.1e100.net,2,0.000148,1574958316.62543,1574958316.629758,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.002006,1574958316.665297,1574958316.66533,tcp
216.58.204.131,par21s05-in-f131.1e100.net,4,0.004163999999999999,1574958316.6476543,1574958316.657216,tcp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,2,0.000148,1574958316.7118373,1574958316.716469,tcp
216.58.204.131,par21s05-in-f131.1e100.net,2,0.00013199999999999998,1574958316.6745987,1574958316.6746106,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.000167,1574958316.670307,1574958316.6869993,tcp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,6,0.0012389999999999999,1574958316.7359157,1574958316.749194,tcp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,2,0.00013199999999999998,1574958316.7708673,1574958316.771042,tcp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,3,0.002512,1574958316.7794745,1574958316.7838323,tcp
216.58.204.131,par21s05-in-f131.1e100.net,3,0.001035,1574958316.7395778,1574958316.7613947,tcp
213.186.33.99,cdns.ovh.net,3,0.0008079999999999999,1574958316.7036846,1574958316.805157,udp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,2,0.000167,1574958316.7886982,1574958316.8099422,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,4,0.011056,1574958315.822426,1574958315.8226767,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,2,0.000148,1574958318.0123997,1574958318.0170321,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,2,0.000644,1574958318.0369577,1574958318.0369873,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,34,0.02547,1574958316.771063,1574958317.3608017,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,5,0.007075,1574958318.0417213,1574958318.042075,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.00283,1574958318.043754,1574958318.0438266,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.00013199999999999998,1574958318.046393,1574958318.046406,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,4,0.000299,1574958318.0465121,1574958318.0467255,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,4,0.0005849999999999999,1574958318.041631,1574958318.0423598,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,2,0.00013199999999999998,1574958318.0585146,1574958318.058524,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,2,0.0007999999999999999,1574958318.06074,1574958318.0607896,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,4,0.0005669999999999999,1574958318.0638914,1574958318.06611,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,5,0.0029330000000000003,1574958318.048746,1574958318.0671723,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,3,0.000423,1574958318.0821927,1574958318.0883808,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,2,0.000917,1574958318.1069472,1574958318.12768,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,14,0.008173000000000001,1574958318.1090026,1574958318.2101283,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,3,0.0042450000000000005,1574958318.2508473,1574958318.2508824,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.0026899999999999997,1574958318.2512772,1574958318.2513552,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,3,0.00023299999999999997,1574958318.2556381,1574958318.2560287,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,8,0.005165000000000001,1574958318.2999532,1574958318.3470356,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,3,0.001152,1574958318.5240314,1574958318.5240777,tcp
